1223,10,8.989889721000509,230.27704603725505,189.53686330975768,0.0078125,7,max_iter
1223,10,9.039441355002054,518.1630978329887,224.78936125741762,0.015625,6,max_iter
1223,10,8.691989833998377,388.5010330127601,186.24466399502646,0.015625,6,max_iter
1223,10,8.944121776999964,287.251634519116,82.68851897441495,0.015625,6,max_iter
Classical,30,0.14021850399876712,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,10170,39.075147382995056,66.03921597548766,2.9935879005610135,0.001953125,9
Classical,442,2.0252562960013165,151.20364331863726,3.631575491441487,0.0009765625,10
Classical,30,0.10749116600345587,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.10705720099940663,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.13694197299628286,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.14227180900343228,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.11030040800687857,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.10832581099384697,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.14960144300130196,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.13711454800068168,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.10818809000193141,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.10488019599870313,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.13597848999779671,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.13568465800199192,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.10777348800183972,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.10705571900325594,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.13665321699954802,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.13754097600030946,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.10636938400421059,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.11535317900415976,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.144290682997962,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.13648516400280641,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
1223,5,4.315829820996441,8774.712643248648,587.1276142789021,0.03125,5,max_iter
1223,5,4.382322454999667,12972.50573100612,447.39327361914565,0.015625,6,max_iter
1223,5,4.323824892999255,13990.447730962987,293.73802353929676,0.03125,5,max_iter
1223,5,4.503856758004986,6091.014214975972,789.5102747278399,0.015625,6,max_iter
